512, inf
1024, inf
4096, inf
8192, inf
16384, inf
32768, 1562.500
1048576, 5803.488
2097152, 3372.332
4194304, 5431.826

512, 48.828
1024, inf
4096, 390.625
8192, inf
16384, 1562.500
32768, 3125.000
1048576, 3182.558
2097152, 3017.350
4194304, 4073.870

512, inf
1024, inf
4096, inf
8192, inf
16384, inf
32768, 3125.000
1048576, 2989.676
2097152, 5459.967
4194304, 3055.402
