512, 0.019
1024, 0.036
4096, 0.150
8192, 0.321
16384, 0.648
32768, 1.253
1048576, 23.225
2097152, 23.773
4194304, 29.592

512, 0.037
1024, 3.488
4096, 26.042
8192, 17.756
16384, 8.311
32768, 17.170
1048576, 88.882
2097152, 516.483
4194304, 2188.945

512, 4.069
1024, 7.512
4096, 27.902
8192, 30.048
16384, 97.656
32768, 125.000
1048576, 1566.021
2097152, 1592.490
4194304, 2065.624

